CustomerID,JoinDate,ChurnDate,CustomerStatus,Age,AgeGroup,Gender,Geography,TenureMonths,IncomeLevel,ContractType,SubscriptionPlan,MonthlyCharges,PaymentMethod,AutoPay,SupportCalls,LatePayments,SatisfactionScore,TotalRevenue,LastActivityDate,RiskScore,RiskCategory,ChurnReason
CUST-00153,5/10/2022,,Active,32,25-34,Male,Midwest,44,Middle,Two Year,Standard,81.39,Bank Transfer,No,2,2,3,3586.04,12/30/2025,38,Low Risk,
CUST-00154,5/23/2023,,Active,68,65+,Male,West,32,Low,Month-to-Month,Basic,42.84,Bank Transfer,No,2,3,3,1372.8,11/7/2025,75,High Risk,
CUST-00155,10/4/2023,,Active,37,35-44,Male,West,27,Low,Month-to-Month,Standard,79.4,Electronic Check,No,1,2,4,2147.37,11/29/2025,63,Medium Risk,
CUST-00156,7/16/2025,,Active,63,55-64,Male,South,6,High,Month-to-Month,Standard,74.71,Credit Card,Yes,0,0,5,449.38,12/8/2025,39,Low Risk,
CUST-00157,7/26/2025,,Active,36,35-44,Male,West,6,Middle,Month-to-Month,Standard,76.69,Electronic Check,No,1,4,4,461.29,10/3/2025,74,High Risk,
CUST-00158,5/30/2024,,Active,33,25-34,Male,West,20,Middle,One Year,Premium,109.71,Bank Transfer,Yes,1,1,5,2197.5,12/10/2025,30,Low Risk,
CUST-00159,10/26/2023,,Active,25,25-34,Male,West,27,Middle,Month-to-Month,Standard,64.53,Bank Transfer,Yes,3,0,3,1745.22,11/10/2025,50,Medium Risk,
CUST-00160,4/20/2022,,Active,68,65+,Female,Northeast,45,High,Month-to-Month,Standard,65.25,Mailed Check,No,3,3,3,2940.17,11/2/2025,70,High Risk,
CUST-00161,4/28/2022,8/31/2022,Churned,47,45-54,Female,South,5,Middle,Month-to-Month,Standard,67.49,Credit Card,No,1,2,4,337.45,8/31/2022,60,Churned,Competitor Offer
CUST-00162,9/28/2025,,Active,73,65+,Female,South,4,High,One Year,Standard,73.55,Credit Card,Yes,4,1,4,295.3,11/4/2025,40,Medium Risk,
CUST-00163,1/7/2022,,Active,47,45-54,Female,West,48,Middle,Month-to-Month,Standard,71.32,Electronic Check,Yes,3,2,4,3427.64,10/25/2025,54,Medium Risk,
CUST-00164,5/16/2023,,Active,18,18-24,Female,South,32,Low,Month-to-Month,Standard,90.07,Electronic Check,No,4,1,3,2886.29,10/22/2025,69,Medium Risk,
CUST-00165,5/16/2024,,Active,36,35-44,Female,West,20,Low,One Year,Premium,119.96,Electronic Check,Yes,5,2,3,2402.8,11/2/2025,61,Medium Risk,
CUST-00166,7/18/2025,10/31/2025,Churned,49,45-54,Male,Northeast,4,Low,Month-to-Month,Standard,74.58,Electronic Check,No,1,2,4,298.32,10/31/2025,72,Churned,Competitor Offer
CUST-00167,2/18/2025,,Active,33,25-34,Female,South,11,Middle,Two Year,Standard,61.1,Bank Transfer,No,3,3,4,673.02,10/20/2025,42,Medium Risk,
CUST-00168,8/25/2024,,Active,80,65+,Male,West,17,Middle,One Year,Basic,37.51,Electronic Check,Yes,3,1,4,638.79,11/8/2025,42,Medium Risk,
CUST-00169,2/26/2024,,Active,73,65+,Female,South,23,Low,One Year,Basic,50.02,Electronic Check,Yes,1,4,5,1151.96,11/13/2025,50,Medium Risk,
CUST-00170,4/6/2022,,Active,42,35-44,Male,South,45,Middle,One Year,Standard,87.38,Electronic Check,No,3,2,4,3937.34,11/28/2025,50,Medium Risk,
CUST-00171,5/8/2024,12/31/2024,Churned,48,45-54,Female,South,8,Low,Two Year,Basic,42.64,Mailed Check,Yes,3,1,4,341.76,12/31/2024,39,Churned,Needs Changed
CUST-00172,4/2/2025,,Active,32,25-34,Female,Midwest,9,Low,Two Year,Premium,107.7,Electronic Check,No,3,4,3,970.92,10/18/2025,74,High Risk,
CUST-00173,4/1/2022,9/30/2023,Churned,59,55-64,Female,West,18,Middle,Month-to-Month,Basic,52.92,Bank Transfer,No,1,3,4,953.35,9/30/2023,64,Churned,Competitor Offer
CUST-00174,3/4/2022,,Active,48,45-54,Female,West,46,High,One Year,Basic,54.64,Credit Card,No,4,2,2,2516.72,10/14/2025,72,High Risk,
CUST-00175,5/16/2024,,Active,31,25-34,Male,Northeast,20,Low,One Year,Premium,121.98,Bank Transfer,No,0,1,5,2443.26,12/17/2025,39,Low Risk,
CUST-00176,7/9/2023,11/30/2023,Churned,62,55-64,Female,South,5,High,Month-to-Month,Basic,38.44,Electronic Check,No,4,3,2,192.2,11/30/2023,98,Churned,Competitor Offer
CUST-00177,6/13/2025,10/31/2025,Churned,69,65+,Male,West,5,Middle,Month-to-Month,Standard,74.16,Electronic Check,Yes,5,0,2,370.8,10/31/2025,86,Churned,Poor Support Experience
CUST-00178,12/17/2023,,Active,72,65+,Female,South,25,High,Month-to-Month,Premium,103.02,Mailed Check,No,1,3,5,2580.15,11/10/2025,59,Medium Risk,
CUST-00179,7/12/2025,,Active,58,55-64,Female,South,6,Low,One Year,Standard,66.47,Mailed Check,No,6,2,2,399.82,10/7/2025,77,High Risk,
CUST-00180,6/11/2025,,Active,56,55-64,Male,West,7,Middle,One Year,Basic,44,Mailed Check,No,7,2,1,308.66,9/16/2025,83,High Risk,
CUST-00181,11/29/2022,3/31/2024,Churned,40,35-44,Female,Northeast,17,High,Month-to-Month,Basic,49.71,Bank Transfer,No,4,1,4,846.57,3/31/2024,66,Churned,Service Issues
CUST-00182,2/27/2023,12/31/2024,Churned,30,25-34,Female,West,23,Low,Month-to-Month,Basic,46.51,Credit Card,No,1,2,4,1071.13,12/31/2024,61,Churned,Competitor Offer
CUST-00183,2/28/2024,,Active,31,25-34,Male,South,23,Middle,Month-to-Month,Standard,87.35,Credit Card,Yes,0,1,5,2011.67,12/4/2025,38,Low Risk,
CUST-00184,5/11/2022,,Active,54,45-54,Female,South,44,Middle,Two Year,Standard,83.6,Mailed Check,Yes,2,0,4,3683.4,12/5/2025,17,Low Risk,
CUST-00185,1/6/2024,,Active,40,35-44,Female,West,24,Middle,Month-to-Month,Standard,85.5,Credit Card,No,2,1,4,2054.56,10/26/2025,50,Medium Risk,
CUST-00186,12/11/2023,,Active,44,35-44,Female,Northeast,25,Middle,Month-to-Month,Premium,124.35,Electronic Check,No,3,3,3,3114.36,9/19/2025,87,High Risk,
CUST-00187,4/21/2025,,Active,34,25-34,Male,Midwest,9,Middle,Month-to-Month,Standard,69.62,Bank Transfer,Yes,2,2,4,627.62,11/22/2025,49,Medium Risk,
CUST-00188,5/30/2024,,Active,71,65+,Female,South,20,Middle,Two Year,Standard,57.41,Electronic Check,Yes,3,2,3,1149.92,11/30/2025,41,Medium Risk,
CUST-00189,7/30/2025,10/31/2025,Churned,45,45-54,Female,Northeast,4,High,One Year,Premium,128.95,Electronic Check,Yes,4,2,4,515.8,10/31/2025,57,Churned,Price Too High
CUST-00190,3/28/2025,,Active,42,35-44,Female,South,10,High,Month-to-Month,Standard,79.04,Credit Card,No,1,3,5,791.59,12/7/2025,66,Medium Risk,
CUST-00191,4/22/2023,,Active,76,65+,Male,Midwest,33,High,Month-to-Month,Premium,112.83,Bank Transfer,No,2,1,4,3728.46,12/6/2025,62,Medium Risk,
CUST-00192,5/3/2024,,Active,51,45-54,Male,South,20,Middle,One Year,Standard,79.93,Mailed Check,No,5,3,2,1601,12/2/2025,69,Medium Risk,
CUST-00193,6/10/2024,5/31/2025,Churned,50,45-54,Female,South,12,Middle,Month-to-Month,Standard,91.26,Mailed Check,No,0,1,5,1096.49,5/31/2025,51,Churned,Competitor Offer
CUST-00194,3/29/2023,,Active,29,25-34,Male,South,34,Middle,Month-to-Month,Basic,61.98,Electronic Check,Yes,3,1,4,2110.11,10/23/2025,62,Medium Risk,
CUST-00195,9/19/2025,,Active,57,55-64,Male,Midwest,4,Middle,Month-to-Month,Standard,66.41,Bank Transfer,Yes,0,0,5,266.64,12/18/2025,36,Low Risk,
CUST-00196,5/16/2024,,Active,43,35-44,Non-binary,South,20,Middle,Two Year,Premium,90.52,Mailed Check,No,6,1,2,1813.12,10/23/2025,52,Medium Risk,
CUST-00197,7/27/2023,9/30/2024,Churned,60,55-64,Non-binary,Midwest,15,Middle,Month-to-Month,Basic,56.33,Electronic Check,No,1,2,4,845.79,9/30/2024,69,Churned,Competitor Offer
CUST-00198,1/19/2024,,Active,39,35-44,Male,Northeast,24,Low,Month-to-Month,Basic,44.18,Bank Transfer,Yes,1,0,5,1061.64,11/7/2025,42,Medium Risk,
CUST-00199,3/2/2022,5/31/2022,Churned,66,65+,Female,South,3,Middle,One Year,Basic,38.96,Electronic Check,No,4,5,2,116.88,5/31/2022,93,Churned,Billing Issues
CUST-00200,6/2/2022,,Active,69,65+,Female,South,43,High,One Year,Basic,58.27,Credit Card,Yes,3,2,4,2509.09,12/6/2025,37,Low Risk,
CUST-00201,1/12/2023,,Active,45,45-54,Female,West,36,Middle,One Year,Premium,89.96,Credit Card,Yes,2,0,3,3242.61,12/13/2025,28,Low Risk,
CUST-00202,2/11/2024,,Active,73,65+,Female,West,23,Low,Month-to-Month,Premium,132.33,Credit Card,Yes,1,0,5,3047.55,11/16/2025,46,Medium Risk,
CUST-00203,1/11/2025,,Active,19,18-24,Female,Northeast,12,Low,One Year,Premium,98.09,Bank Transfer,Yes,4,0,4,1178.55,10/30/2025,49,Medium Risk,
CUST-00204,3/18/2023,,Active,66,65+,Non-binary,Northeast,34,High,Month-to-Month,Standard,86.96,Electronic Check,No,3,4,3,2960.54,10/19/2025,82,High Risk,
CUST-00205,7/11/2022,2/28/2025,Churned,77,65+,Female,Northeast,32,Middle,Month-to-Month,Basic,58.95,Electronic Check,No,1,5,4,1889.04,2/28/2025,75,Churned,Billing Issues
CUST-00206,5/14/2024,,Active,53,45-54,Female,West,20,High,One Year,Basic,37.55,Electronic Check,No,4,3,3,752.12,12/6/2025,68,Medium Risk,
CUST-00207,11/24/2022,,Active,47,45-54,Female,South,38,Middle,Month-to-Month,Basic,39.87,Credit Card,Yes,1,2,4,1517.46,11/24/2025,49,Medium Risk,
CUST-00208,12/22/2022,,Active,35,35-44,Male,South,37,Low,Two Year,Basic,34.62,Mailed Check,No,1,3,4,1283.02,11/16/2025,41,Medium Risk,
CUST-00209,12/17/2024,4/30/2025,Churned,77,65+,Male,Midwest,5,Middle,Month-to-Month,Premium,116.27,Bank Transfer,No,0,1,5,583.09,4/30/2025,63,Churned,Price Too High
CUST-00210,5/23/2024,,Active,50,45-54,Male,West,20,Middle,Month-to-Month,Standard,75.6,Credit Card,No,0,3,5,1514.26,11/20/2025,52,Medium Risk,
CUST-00211,2/15/2023,,Active,32,25-34,Female,West,35,Middle,One Year,Standard,66.66,Electronic Check,No,1,1,5,2336.1,12/27/2025,37,Low Risk,
CUST-00212,7/6/2024,,Active,31,25-34,Male,West,18,Middle,Month-to-Month,Standard,73.97,Electronic Check,No,0,2,5,1333.68,11/25/2025,58,Medium Risk,
CUST-00213,2/13/2022,,Active,20,18-24,Female,South,47,Middle,One Year,Premium,107.39,Credit Card,No,1,2,5,5053.77,11/18/2025,43,Medium Risk,
CUST-00214,4/12/2023,10/31/2023,Churned,20,18-24,Male,South,7,High,Month-to-Month,Standard,63.94,Credit Card,Yes,1,2,5,447.58,10/31/2023,50,Churned,Competitor Offer
CUST-00215,6/12/2022,,Active,79,65+,Female,Midwest,43,Middle,Month-to-Month,Standard,71.1,Bank Transfer,Yes,6,1,2,3061.58,10/31/2025,69,Medium Risk,
CUST-00216,9/15/2022,,Active,63,55-64,Female,Northeast,40,High,One Year,Standard,87.82,Credit Card,Yes,3,1,3,3518.08,12/4/2025,38,Low Risk,
CUST-00217,3/2/2025,,Active,42,35-44,Male,Midwest,10,Middle,Two Year,Standard,67.29,Electronic Check,No,0,2,5,673.91,10/28/2025,40,Medium Risk,
CUST-00218,8/29/2023,,Active,58,55-64,Female,West,29,Middle,Month-to-Month,Standard,68.29,Bank Transfer,No,0,3,5,1983.47,11/17/2025,49,Medium Risk,
CUST-00219,10/26/2024,8/31/2025,Churned,57,55-64,Male,South,11,Middle,One Year,Basic,48.12,Electronic Check,No,2,4,3,530.04,8/31/2025,73,Churned,Billing Issues
CUST-00220,5/3/2022,,Active,77,65+,Male,South,44,Middle,Month-to-Month,Premium,126.01,Bank Transfer,Yes,2,0,5,5552,12/12/2025,50,Medium Risk,
CUST-00221,1/1/2025,,Active,72,65+,Female,South,12,High,One Year,Premium,112.81,Bank Transfer,Yes,2,2,3,1355.41,11/3/2025,50,Medium Risk,
CUST-00222,5/6/2022,4/30/2025,Churned,37,35-44,Female,South,36,Middle,Month-to-Month,Premium,95.32,Bank Transfer,Yes,3,2,3,3435.81,4/30/2025,65,Churned,Price Too High
CUST-00223,7/30/2025,,Active,68,65+,Female,South,6,High,One Year,Standard,64.64,Bank Transfer,No,1,2,4,388.81,11/30/2025,45,Medium Risk,
CUST-00224,1/30/2025,8/31/2025,Churned,36,35-44,Male,Northeast,8,Middle,Month-to-Month,Standard,90.56,Credit Card,Yes,2,1,4,724.48,8/31/2025,48,Churned,Competitor Offer
CUST-00225,5/6/2023,7/31/2023,Churned,32,25-34,Male,Midwest,3,Low,Month-to-Month,Standard,72.86,Electronic Check,No,0,5,4,218.58,7/31/2023,76,Churned,Competitor Offer
CUST-00226,12/1/2023,,Active,51,45-54,Male,South,25,Middle,One Year,Standard,80.82,Mailed Check,Yes,1,1,4,2024.13,12/13/2025,24,Low Risk,
CUST-00227,3/5/2023,,Active,32,25-34,Male,West,34,Low,Two Year,Basic,36.79,Electronic Check,No,4,3,3,1252.51,11/4/2025,64,Medium Risk,
CUST-00228,10/31/2022,,Active,30,25-34,Female,Northeast,39,Middle,Two Year,Standard,72.92,Bank Transfer,Yes,2,2,4,2848.24,12/13/2025,20,Low Risk,
CUST-00229,2/11/2024,,Active,58,55-64,Male,South,23,Low,Month-to-Month,Premium,117.95,Credit Card,No,3,2,3,2716.39,9/30/2025,75,High Risk,
CUST-00230,12/21/2022,,Active,67,65+,Male,Northeast,37,High,Month-to-Month,Standard,76.76,Bank Transfer,Yes,2,1,4,2844.72,11/4/2025,40,Medium Risk,
CUST-00231,9/19/2022,11/30/2022,Churned,56,55-64,Male,Northeast,3,Middle,Month-to-Month,Basic,52.62,Electronic Check,Yes,4,1,2,157.86,11/30/2022,90,Churned,Service Issues
CUST-00232,4/13/2024,,Active,43,35-44,Female,South,21,Middle,Month-to-Month,Premium,101.65,Bank Transfer,Yes,2,2,4,2137.69,12/6/2025,54,Medium Risk,
CUST-00233,7/15/2022,,Active,29,25-34,Male,Midwest,42,Middle,Two Year,Premium,118.15,Bank Transfer,Yes,3,2,3,4969.38,10/23/2025,40,Medium Risk,
CUST-00234,5/6/2022,,Active,70,65+,Male,Northeast,44,Low,Month-to-Month,Premium,103.71,Bank Transfer,No,0,1,5,4569.48,10/31/2025,50,Medium Risk,
CUST-00235,7/5/2022,,Active,68,65+,Female,Midwest,42,Middle,Month-to-Month,Basic,44.64,Electronic Check,Yes,2,2,3,1877.56,11/3/2025,70,High Risk,
CUST-00236,6/4/2022,2/29/2024,Churned,28,25-34,Male,Northeast,21,Low,One Year,Standard,87.12,Mailed Check,No,2,2,3,1832.14,2/29/2024,47,Churned,Needs Changed
CUST-00237,2/13/2025,,Active,48,45-54,Female,Northeast,11,Middle,Two Year,Premium,121.18,Electronic Check,No,2,1,5,1334.8,11/18/2025,56,Medium Risk,
CUST-00238,5/16/2023,,Active,66,65+,Female,South,32,Middle,One Year,Standard,69.33,Credit Card,Yes,0,1,5,2221.68,12/7/2025,16,Low Risk,
CUST-00239,1/9/2022,,Active,76,65+,Female,South,48,Low,Month-to-Month,Standard,84.06,Bank Transfer,Yes,2,0,4,4039.92,12/7/2025,40,Medium Risk,
CUST-00240,7/18/2022,,Active,40,35-44,Male,South,42,High,One Year,Standard,74.11,Bank Transfer,Yes,5,1,3,3117.06,12/13/2025,39,Low Risk,
CUST-00241,9/20/2023,,Active,74,65+,Female,West,28,High,Two Year,Premium,90.67,Bank Transfer,Yes,1,1,5,2542.84,12/26/2025,13,Low Risk,
CUST-00242,9/13/2025,12/31/2025,Churned,21,18-24,Male,Midwest,4,High,Month-to-Month,Basic,58.56,Mailed Check,No,1,3,4,235.12,12/31/2025,68,Churned,Billing Issues
CUST-00243,9/15/2025,,Active,45,45-54,Female,Northeast,4,High,Month-to-Month,Premium,125.96,Credit Card,Yes,1,1,4,505.73,11/20/2025,52,Medium Risk,
CUST-00244,8/1/2025,,Active,54,45-54,Female,West,5,Middle,Month-to-Month,Premium,117.94,Bank Transfer,Yes,0,0,5,591.47,11/24/2025,53,Medium Risk,
CUST-00245,5/15/2024,,Active,54,45-54,Female,Midwest,20,Low,Month-to-Month,Premium,119.67,Bank Transfer,Yes,1,2,4,2397,11/20/2025,49,Medium Risk,
CUST-00246,6/17/2023,5/31/2024,Churned,33,25-34,Female,Northeast,12,Middle,Month-to-Month,Basic,58.02,Electronic Check,No,1,2,5,697.11,5/31/2024,74,Churned,Competitor Offer
CUST-00247,3/24/2025,,Active,72,65+,Female,Northeast,10,Middle,One Year,Standard,67.48,Credit Card,No,1,3,4,675.81,11/22/2025,45,Medium Risk,
CUST-00248,7/27/2025,,Active,55,55-64,Male,Northeast,6,High,One Year,Standard,81.06,Mailed Check,Yes,1,0,5,487.58,12/18/2025,30,Low Risk,
CUST-00249,8/14/2024,2/28/2025,Churned,68,65+,Male,South,7,High,Month-to-Month,Standard,87.07,Electronic Check,Yes,2,0,5,610.8,2/28/2025,54,Churned,Competitor Offer
CUST-00250,3/26/2022,,Active,80,65+,Female,Northeast,46,High,Month-to-Month,Standard,68.45,Mailed Check,No,2,1,3,3152.82,10/24/2025,55,Medium Risk,
CUST-00251,1/1/2025,,Active,27,25-34,Female,Midwest,12,High,Month-to-Month,Standard,84.36,Credit Card,Yes,0,1,5,1013.59,11/23/2025,43,Medium Risk,
CUST-00252,8/21/2022,,Active,19,18-24,Male,South,41,High,One Year,Premium,129.27,Mailed Check,Yes,3,0,3,5307.83,12/3/2025,42,Medium Risk,
CUST-00253,10/22/2024,,Active,34,25-34,Male,South,15,Low,One Year,Basic,45.75,Credit Card,Yes,2,2,3,687.63,10/31/2025,44,Medium Risk,
CUST-00254,8/15/2023,,Active,63,55-64,Female,Northeast,29,Low,Month-to-Month,Basic,55.78,Electronic Check,Yes,2,2,3,1620.14,12/4/2025,68,Medium Risk,
CUST-00255,8/6/2022,,Active,31,25-34,Male,South,41,High,Two Year,Basic,51.2,Electronic Check,No,4,3,3,2102.28,10/29/2025,66,Medium Risk,
CUST-00256,1/22/2024,7/31/2024,Churned,39,35-44,Female,South,7,Low,Month-to-Month,Premium,131.59,Credit Card,Yes,1,0,4,921.13,7/31/2024,51,Churned,Competitor Offer
CUST-00257,1/27/2023,,Active,60,55-64,Female,Northeast,36,Low,Month-to-Month,Premium,114.65,Bank Transfer,No,3,3,3,4132.56,10/9/2025,79,High Risk,
CUST-00258,1/23/2023,,Active,55,55-64,Male,Midwest,36,Middle,Two Year,Standard,63.49,Electronic Check,Yes,3,2,3,2288.49,11/20/2025,42,Medium Risk,
CUST-00259,6/5/2024,,Active,37,35-44,Female,West,19,Middle,Two Year,Standard,72.71,Bank Transfer,Yes,0,2,5,1383.67,12/14/2025,10,Low Risk,
CUST-00260,4/5/2025,,Active,45,45-54,Female,Northeast,9,High,Two Year,Premium,91.75,Credit Card,Yes,3,2,3,827.13,12/16/2025,39,Low Risk,
CUST-00261,9/12/2024,,Active,23,18-24,Male,South,16,High,Month-to-Month,Basic,60.72,Mailed Check,No,3,1,4,973.34,11/19/2025,62,Medium Risk,
CUST-00262,8/29/2022,4/30/2023,Churned,65,65+,Female,Midwest,9,Middle,Month-to-Month,Standard,83.97,Electronic Check,No,3,1,3,756.99,4/30/2023,80,Churned,Competitor Offer
CUST-00263,11/5/2023,,Active,38,35-44,Non-binary,Northeast,26,Middle,Month-to-Month,Standard,76.15,Credit Card,Yes,0,1,5,1983.32,12/4/2025,38,Low Risk,
CUST-00264,9/18/2023,,Active,64,55-64,Male,West,28,Middle,One Year,Standard,83.11,Bank Transfer,Yes,1,1,4,2330.83,12/13/2025,22,Low Risk,
CUST-00265,3/1/2024,,Active,28,25-34,Non-binary,South,22,Low,One Year,Basic,50.56,Bank Transfer,Yes,2,1,3,1113.84,12/6/2025,37,Low Risk,
CUST-00266,6/12/2023,,Active,73,65+,Female,Midwest,31,Low,One Year,Basic,52.79,Credit Card,No,3,2,4,1638.86,11/6/2025,50,Medium Risk,
CUST-00267,11/11/2023,10/31/2025,Churned,52,45-54,Male,Midwest,24,Low,Month-to-Month,Basic,59.38,Electronic Check,No,2,1,4,1426.9,10/31/2025,70,Churned,Competitor Offer
CUST-00268,2/17/2022,,Active,53,45-54,Female,South,47,Middle,Month-to-Month,Standard,78.97,Mailed Check,No,1,1,4,3716.31,11/19/2025,46,Medium Risk,
CUST-00269,8/7/2023,,Active,48,45-54,Male,South,29,Middle,Two Year,Basic,49.52,Bank Transfer,Yes,2,0,5,1438.3,12/16/2025,23,Low Risk,
CUST-00270,4/26/2022,,Active,24,18-24,Male,South,45,Middle,One Year,Standard,61.59,Bank Transfer,Yes,3,1,5,2775.23,12/5/2025,25,Low Risk,
CUST-00271,8/7/2023,,Active,47,45-54,Male,South,29,Middle,Two Year,Basic,48.59,Electronic Check,No,2,3,3,1411.3,11/10/2025,59,Medium Risk,
CUST-00272,10/28/2022,,Active,18,18-24,Male,Northeast,39,Middle,Month-to-Month,Basic,46.21,Mailed Check,Yes,4,1,3,1804.95,10/21/2025,58,Medium Risk,
CUST-00273,2/1/2023,,Active,45,45-54,Female,South,35,High,One Year,Premium,128.43,Mailed Check,No,0,2,5,4500.84,12/22/2025,39,Low Risk,
CUST-00274,11/5/2024,,Active,33,25-34,Male,West,14,Middle,Month-to-Month,Basic,52.15,Bank Transfer,No,2,3,3,731.66,10/25/2025,71,High Risk,
CUST-00275,3/21/2024,7/31/2024,Churned,48,45-54,Female,West,5,Middle,Two Year,Basic,36.46,Credit Card,No,2,2,4,182.3,7/31/2024,42,Churned,Needs Changed
CUST-00276,3/13/2024,,Active,26,25-34,Male,Northeast,22,Low,One Year,Basic,45.1,Bank Transfer,Yes,2,0,4,993.56,12/23/2025,30,Low Risk,
CUST-00277,4/27/2025,,Active,51,45-54,Male,South,9,Middle,Month-to-Month,Standard,75.16,Credit Card,Yes,1,0,5,677.57,10/25/2025,45,Medium Risk,
CUST-00278,9/24/2024,,Active,75,65+,Female,Midwest,16,High,One Year,Basic,37.75,Electronic Check,Yes,4,0,3,605.14,11/4/2025,55,Medium Risk,
CUST-00279,3/7/2024,8/31/2024,Churned,70,65+,Male,West,6,Middle,Month-to-Month,Basic,47.04,Bank Transfer,Yes,2,0,4,282.24,8/31/2024,58,Churned,Competitor Offer
CUST-00280,3/24/2024,,Active,55,55-64,Male,Northeast,22,Middle,Month-to-Month,Standard,76.05,Electronic Check,No,0,1,5,1675.38,11/3/2025,57,Medium Risk,
CUST-00281,10/22/2024,,Active,37,35-44,Male,South,15,Middle,One Year,Basic,48.17,Electronic Check,No,3,1,4,723.99,12/3/2025,55,Medium Risk,
CUST-00282,4/29/2024,,Active,27,25-34,Female,West,21,Middle,One Year,Basic,48.57,Bank Transfer,No,3,3,2,1021.43,10/12/2025,72,High Risk,
CUST-00283,7/2/2023,,Active,20,18-24,Male,West,30,High,Month-to-Month,Premium,96.07,Bank Transfer,Yes,3,1,3,2886.42,12/3/2025,64,Medium Risk,
CUST-00284,4/27/2025,6/30/2025,Churned,56,55-64,Female,South,3,Middle,One Year,Standard,86.56,Bank Transfer,No,3,3,4,259.68,6/30/2025,53,Churned,Billing Issues
CUST-00285,12/30/2024,,Active,22,18-24,Male,Midwest,13,Middle,Month-to-Month,Standard,65.75,Electronic Check,No,1,5,4,856.73,11/30/2025,65,Medium Risk,
CUST-00286,4/5/2022,,Active,42,35-44,Female,South,45,Middle,One Year,Basic,39.05,Credit Card,No,3,1,3,1759.61,11/23/2025,51,Medium Risk,
CUST-00287,11/1/2022,,Active,78,65+,Male,Northeast,38,Middle,Month-to-Month,Standard,66.53,Electronic Check,Yes,0,2,5,2532.14,11/4/2025,48,Medium Risk,
CUST-00288,1/3/2025,7/31/2025,Churned,50,45-54,Male,Midwest,7,Middle,One Year,Standard,60.54,Electronic Check,No,1,5,3,423.78,7/31/2025,63,Churned,Billing Issues
CUST-00289,9/3/2022,,Active,51,45-54,Non-binary,South,40,Low,One Year,Standard,61.3,Credit Card,Yes,2,2,4,2455.68,12/27/2025,31,Low Risk,
CUST-00290,10/9/2022,2/28/2023,Churned,58,55-64,Male,West,5,High,Month-to-Month,Standard,78.43,Electronic Check,No,5,3,2,393.33,2/28/2023,98,Churned,Competitor Offer
CUST-00291,10/12/2023,,Active,55,55-64,Female,South,27,Middle,Month-to-Month,Standard,63.52,Bank Transfer,Yes,1,2,4,1717.89,11/5/2025,44,Medium Risk,
CUST-00292,1/28/2022,3/31/2024,Churned,20,18-24,Female,West,27,Low,Month-to-Month,Premium,97.44,Bank Transfer,Yes,1,0,4,2633.8,3/31/2024,46,Churned,Competitor Offer
CUST-00293,4/14/2024,,Active,50,45-54,Female,South,21,Middle,Two Year,Standard,58.53,Mailed Check,Yes,2,1,4,1230.89,12/4/2025,18,Low Risk,
CUST-00294,5/14/2024,,Active,80,65+,Male,Northeast,20,High,One Year,Basic,46.04,Bank Transfer,No,2,2,4,922.18,11/14/2025,44,Medium Risk,
CUST-00295,9/25/2023,,Active,80,65+,Female,South,28,Middle,Month-to-Month,Standard,69.52,Credit Card,No,1,3,4,1949.68,12/8/2025,52,Medium Risk,
CUST-00296,11/14/2023,,Active,52,45-54,Male,Northeast,26,High,Month-to-Month,Standard,85.12,Electronic Check,No,0,3,4,2216.96,11/3/2025,58,Medium Risk,
CUST-00297,10/2/2024,,Active,70,65+,Male,Midwest,15,High,Month-to-Month,Standard,83.16,Bank Transfer,Yes,5,0,4,1249.9,11/28/2025,50,Medium Risk,
CUST-00298,8/1/2025,,Active,59,55-64,Female,Midwest,5,Middle,One Year,Premium,119.49,Mailed Check,No,5,3,2,599.24,9/7/2025,84,High Risk,
CUST-00299,5/6/2025,7/31/2025,Churned,63,55-64,Male,South,3,Low,Month-to-Month,Standard,66.98,Credit Card,No,3,1,3,200.94,7/31/2025,71,Churned,Competitor Offer
CUST-00300,3/28/2022,,Active,69,65+,Male,South,46,Low,One Year,Basic,42.86,Mailed Check,No,3,2,4,1974.12,11/13/2025,48,Medium Risk,
CUST-00301,6/14/2025,12/31/2025,Churned,57,55-64,Male,West,7,Middle,Month-to-Month,Standard,82.19,Mailed Check,No,2,2,3,576.56,12/31/2025,69,Churned,Competitor Offer
